id,flag,01,02,03
5tQjctIJKA,4,30.2132,49.8275,27.0755
4z9KhgWqn1,4,21.5363,19.1871,0.2407
LkXpe5lGSe,4,11.4208,11.6978,-1.6536
1m9tqL5bDB,2,39.3822,NA,NA
3R2KXrnJv5,4,-36.8738,-39.185,-0.0818
LuM1Ot6fHj,4,30.2132,49.8275,27.0755
eQajLCL5hb,4,30.2132,49.8275,27.0755
CwhZ6ElQiq,4,-36.8738,-39.185,-0.0818
x5GkES0Kob,2,22.0981,NA,NA
UiLquFX4yE,2,-30.6713,NA,NA
BmmKrbl9L1,4,6.6664,35.2506,4.1819
CRQKBvGJyY,4,11.4208,11.6978,-1.6536
kdq2l2ck6U,4,11.4208,11.6978,-1.6536
IYktOeQfSA,4,30.2132,49.8275,27.0755
K8Qcycj8dR,4,6.6664,35.2506,4.1819
W95FYaZ1ON,4,6.6664,35.2506,4.1819
0CfYnDl6LQ,4,11.4208,11.6978,-1.6536
bqFqRPqmsw,4,21.5363,19.1871,0.2407
6rMfKsPqa4,4,33.877,33.2408,42.1308
GHFt1whQmR,4,30.2132,49.8275,27.0755
EkVSK7u78R,4,33.877,33.2408,42.1308
hgYTSJi03t,4,6.6664,35.2506,4.1819
8mcRNJGCcw,4,6.901,6.0024,14.2067
WrJFClKCj4,4,-29.6867,-26.7863,-29.2983
tv4khECpvJ,4,-36.8738,-39.185,-0.0818
hLzo8sCLqe,4,21.5363,19.1871,0.2407
wq3YEou1Eq,4,6.901,6.0024,14.2067
lnaviXdEcJ,4,33.877,33.2408,42.1308
b9loxqnK0Z,2,39.3822,NA,NA
8zZ9Lyvjb7,2,39.3822,NA,NA
UKHUzj9Hl5,4,6.6664,35.2506,4.1819
r8lu7ACKbW,4,-36.8738,-39.185,-0.0818
Xxrlc3n574,2,-30.6713,NA,NA
ITmpwvIS0d,4,11.4208,11.6978,-1.6536
b6MMcnRxRv,4,30.2132,49.8275,27.0755
s637FQVLla,2,22.0981,NA,NA
dPsbzXJthY,4,30.2132,49.8275,27.0755
ZfAZaHqTpj,4,30.2132,49.8275,27.0755
O31hvKKIrM,4,-36.8738,-39.185,-0.0818
5IKSOTRAr6,2,22.0981,NA,NA
RHVxlKzitN,4,6.901,6.0024,14.2067
cytAeANclL,4,-29.6867,-26.7863,-29.2983
5E6pQeVpQH,2,39.3822,NA,NA
4TDHa8kleH,2,39.3822,NA,NA
b89prVEDZm,4,21.5363,19.1871,0.2407
GefZ7lKCAA,4,-36.8738,-39.185,-0.0818
RigDUowiGM,4,30.2132,49.8275,27.0755
RYQCq51KKD,4,6.6664,35.2506,4.1819
5OS8UGHqlV,4,33.877,33.2408,42.1308
j9BkhJCvuR,4,-29.6867,-26.7863,-29.2983
iC8d63Lrxq,4,30.2132,49.8275,27.0755
dMadADFrti,2,-30.6713,NA,NA
gYjXlKxYAY,4,33.877,33.2408,42.1308
bCrj6T01x8,4,30.2132,49.8275,27.0755
NW7x6FWryb,2,22.0981,NA,NA
DPkUhGSbea,4,30.2132,49.8275,27.0755
9MztRqyL8l,4,-36.8738,-39.185,-0.0818
UpgTPQWUh9,4,-36.8738,-39.185,-0.0818
up8R9h6oVU,2,22.0981,NA,NA
D1H2i21zzK,2,-30.6713,NA,NA
RmhisUL23w,4,-36.8738,-39.185,-0.0818
hfPQX1Dy5l,4,-36.8738,-39.185,-0.0818
klqlz5CdDe,4,6.901,6.0024,14.2067
0rZ2YPe3AX,2,39.3822,NA,NA
Og5ZbLw5tG,2,39.3822,NA,NA
c37MqatleV,4,-36.8738,-39.185,-0.0818
twOxKTj9Ag,4,-36.8738,-39.185,-0.0818
479UFppJYp,2,22.0981,NA,NA
z00ulVh0Ys,4,-36.8738,-39.185,-0.0818
S1VNtKMNDV,2,-30.6713,NA,NA
8D8PN5c8Mv,2,39.3822,NA,NA
KsGmT8nv9m,4,30.2132,49.8275,27.0755
VMJpEfIeTE,4,6.901,6.0024,14.2067
9WbzoPC710,4,33.877,33.2408,42.1308
R8l4St26AQ,2,-30.6713,NA,NA
TvBRlNCfWA,4,11.4208,11.6978,-1.6536
3jnjAaeLb9,2,39.3822,NA,NA
6fXzs8kjab,4,6.901,6.0024,14.2067
u0lM7VegSz,2,39.3822,NA,NA
MlqCo6ou51,4,30.2132,49.8275,27.0755
Q2EoEyv6gF,4,21.5363,19.1871,0.2407
WHn9koMb4n,2,39.3822,NA,NA
7gNX3toTif,4,6.6664,35.2506,4.1819
17qd9BHpqz,2,22.0981,NA,NA
4KSL1Zld48,4,6.901,6.0024,14.2067
TcjWFOZLRN,4,-36.8738,-39.185,-0.0818
8mejPg1D0H,4,21.5363,19.1871,0.2407
OViho3D6mJ,2,22.0981,NA,NA
9SLT1SIp9o,4,33.877,33.2408,42.1308
OdGQb6rkQJ,4,6.6664,35.2506,4.1819
1j1pe6BqKR,2,22.0981,NA,NA
mOeddy2ZXT,2,22.0981,NA,NA
j1Ix4v6mT7,2,39.3822,NA,NA
9w77i4qfzv,2,22.0981,NA,NA
hes119m4PG,2,22.0981,NA,NA
Us1Tk1BF3Q,4,11.4208,11.6978,-1.6536
HhaYAppRkh,4,33.877,33.2408,42.1308
90YdoaD9JD,4,-29.6867,-26.7863,-29.2983
NVjOv4GKXU,4,6.6664,35.2506,4.1819
1s4tO0u3i5,4,6.6664,35.2506,4.1819
YFWaJsEWT8,2,22.0981,NA,NA
CkREcULZ5P,2,39.3822,NA,NA
Co4KwaWPAU,4,6.6664,35.2506,4.1819
WfR98X8SJ8,4,6.901,6.0024,14.2067
hGXICBgsvO,2,39.3822,NA,NA
kQEaOqj3Ry,4,-36.8738,-39.185,-0.0818
mn2F5HWXSu,2,22.0981,NA,NA
QOtjKgbtI5,4,-29.6867,-26.7863,-29.2983
2xQ1rCl9JW,4,-36.8738,-39.185,-0.0818
hjNOtiNOPg,4,30.2132,49.8275,27.0755
b35Sm4mtaP,2,22.0981,NA,NA
muf1AkcgRn,2,39.3822,NA,NA
OwoBOaltsF,2,-30.6713,NA,NA
wMThYlua7T,4,6.901,6.0024,14.2067
pyO7z2h1NB,4,6.901,6.0024,14.2067
H8wE5sQ5Nw,4,21.5363,19.1871,0.2407
VxU3eDslwQ,4,-36.8738,-39.185,-0.0818
MtS9M4klST,4,6.901,6.0024,14.2067
EDN8Wz5laL,2,22.0981,NA,NA
bzUHrgDbBc,4,33.877,33.2408,42.1308
Xe1idv2urb,4,6.901,6.0024,14.2067
YUVVZawRoF,4,-29.6867,-26.7863,-29.2983
aiSOjIFCgR,4,6.901,6.0024,14.2067
ebq0pAfibC,2,39.3822,NA,NA
RfwjQ07kFl,4,6.6664,35.2506,4.1819
6mPOjAmlqy,4,-29.6867,-26.7863,-29.2983
yhTNALxKdE,4,11.4208,11.6978,-1.6536
4hIqOOrWgR,4,33.877,33.2408,42.1308
COtopsYkp5,2,22.0981,NA,NA
VOFWgwHLgi,4,21.5363,19.1871,0.2407
hyNKEc2UhN,4,-29.6867,-26.7863,-29.2983
TbQD57mEU8,4,-36.8738,-39.185,-0.0818
AMnnulaVSs,2,22.0981,NA,NA
PzhJHLfL2k,2,-30.6713,NA,NA
dJyfMvkudR,4,11.4208,11.6978,-1.6536
S3RlvKPFh8,4,6.901,6.0024,14.2067
2wRAvQc6MN,2,-30.6713,NA,NA
dMMklFA4W2,2,-30.6713,NA,NA
AuMRbsv1h9,4,6.6664,35.2506,4.1819
yQbsHQQZ10,2,-30.6713,NA,NA
hbhAdQtDmw,4,33.877,33.2408,42.1308
0xMvgPCQhn,4,21.5363,19.1871,0.2407
LTi9U96CVr,2,39.3822,NA,NA
T4kveXFpDF,2,-30.6713,NA,NA
XCzdtNQovg,2,39.3822,NA,NA
Pd5VTqkEqr,2,-30.6713,NA,NA
2nASGspWEv,4,-29.6867,-26.7863,-29.2983
y3KgrV8T91,4,11.4208,11.6978,-1.6536
LhTgSa1q8z,4,6.6664,35.2506,4.1819
0kLMniBOAa,2,39.3822,NA,NA
NEOJJfxStt,4,-36.8738,-39.185,-0.0818
Q9UuyMIjVK,4,33.877,33.2408,42.1308
yJrNLZr5yw,4,30.2132,49.8275,27.0755
oSF33HjPv0,4,21.5363,19.1871,0.2407
ybW4077dvF,4,6.901,6.0024,14.2067
GSLjfo8Urz,2,22.0981,NA,NA
HOJ1iLgb7a,4,-36.8738,-39.185,-0.0818
O7zRZHYGsy,2,-30.6713,NA,NA
Mx45QoYYFr,4,6.6664,35.2506,4.1819
fmXmo5eocI,4,33.877,33.2408,42.1308
FT0Ov8y43w,4,-36.8738,-39.185,-0.0818
FQe6gtXUrk,2,39.3822,NA,NA
gqYiZKXlZZ,4,11.4208,11.6978,-1.6536
q5H6J8xbTt,4,21.5363,19.1871,0.2407
RCoQeR5Ckt,4,-36.8738,-39.185,-0.0818
PUEP2qSZjQ,4,21.5363,19.1871,0.2407
LVAOdr0Lrz,4,11.4208,11.6978,-1.6536
lJrBRq6u3q,2,39.3822,NA,NA
Scv5YBKdIh,2,-30.6713,NA,NA
kO6Pm4RIz5,4,11.4208,11.6978,-1.6536
ESqYiFA939,4,11.4208,11.6978,-1.6536
LDSMXoM2In,2,39.3822,NA,NA
nasHgq5mrL,4,-29.6867,-26.7863,-29.2983
KGTaxw6wHl,2,-30.6713,NA,NA
yqI5f16CYm,4,21.5363,19.1871,0.2407
6NTXNnBfmU,2,22.0981,NA,NA
4QtA6abuEJ,2,22.0981,NA,NA
m7Hld66SuE,4,21.5363,19.1871,0.2407
eB9ak8vcoO,4,6.901,6.0024,14.2067
mLgNQL9QKu,4,21.5363,19.1871,0.2407
Nl8T53oQNd,4,30.2132,49.8275,27.0755
kxRQvoFOY6,4,6.901,6.0024,14.2067
ZKrwr2pnCW,4,33.877,33.2408,42.1308
xAjwiZJiiD,4,11.4208,11.6978,-1.6536
qDye3eWT2p,2,39.3822,NA,NA
LIlLA03Zch,2,-30.6713,NA,NA
tjgq5eO9nx,2,22.0981,NA,NA
OTFLgKj2wD,2,-30.6713,NA,NA
wwTz9nkwAz,4,-36.8738,-39.185,-0.0818
xoqzdj08sx,4,6.901,6.0024,14.2067
v3GRlodI58,2,-30.6713,NA,NA
3aXOP0aXWB,4,33.877,33.2408,42.1308
5Grf9EOufi,2,39.3822,NA,NA
E3tnQwB84g,2,-30.6713,NA,NA
nVn14y9TRp,4,6.901,6.0024,14.2067
G6vs2jaQGW,4,-36.8738,-39.185,-0.0818
KYNm8wybWk,4,6.6664,35.2506,4.1819
gc0GWDPX1l,4,33.877,33.2408,42.1308
P1nY7fULK9,2,39.3822,NA,NA
1e2cUwcCtw,4,30.2132,49.8275,27.0755
5UMbSvFJFE,4,33.877,33.2408,42.1308
4UeFhbpWxN,4,21.5363,19.1871,0.2407
9eUBUGnSlD,2,39.3822,NA,NA
6gjP04q3at,4,33.877,33.2408,42.1308
bD4s3h4PBb,4,21.5363,19.1871,0.2407
kD67gJGX0x,4,33.877,33.2408,42.1308
aTn7uZHX69,4,33.877,33.2408,42.1308
LUTGj82inT,4,11.4208,11.6978,-1.6536
GamdJvAOFS,2,22.0981,NA,NA
uDbvVNI9yc,4,-29.6867,-26.7863,-29.2983
DlouCGvjUf,4,30.2132,49.8275,27.0755
87NOMUeSFu,4,33.877,33.2408,42.1308
KHSgzffbOa,2,22.0981,NA,NA
XKJxHKeNeO,4,6.6664,35.2506,4.1819
SoXMRBjP85,4,21.5363,19.1871,0.2407
kmKRR7ZMhl,4,21.5363,19.1871,0.2407
VbpR4665Wh,4,6.6664,35.2506,4.1819
CA7EnBskCt,4,11.4208,11.6978,-1.6536
S4wvLZHh07,4,-29.6867,-26.7863,-29.2983
8Qbq5RK7bw,4,6.6664,35.2506,4.1819
PtXq4etJy8,4,11.4208,11.6978,-1.6536
i8njvuQybj,2,22.0981,NA,NA
ux9dKwLK08,4,-36.8738,-39.185,-0.0818
PJ1og6B8T9,2,-30.6713,NA,NA
QSObBRYOAo,4,6.901,6.0024,14.2067
O6zgaql0r1,4,21.5363,19.1871,0.2407
3VQUOZZkfo,4,-36.8738,-39.185,-0.0818
GIIV7738Wy,2,39.3822,NA,NA
cJ922RTJSK,2,-30.6713,NA,NA
x7uVr8Z5z7,4,30.2132,49.8275,27.0755
Syx204w8Lr,4,33.877,33.2408,42.1308
Nvk4j5x9dB,4,-29.6867,-26.7863,-29.2983
3EcWZ8cH6v,4,21.5363,19.1871,0.2407
iJcsT3CNPU,4,6.901,6.0024,14.2067
MX0SxrH2kg,4,33.877,33.2408,42.1308
nf3kmh0HkT,4,21.5363,19.1871,0.2407
3n0K62L33l,4,21.5363,19.1871,0.2407
yn78AguA4J,4,-36.8738,-39.185,-0.0818
ibVOG7Rr0h,4,6.6664,35.2506,4.1819
Qv4v1pSuw6,2,-30.6713,NA,NA
hDY4yeIpCh,4,21.5363,19.1871,0.2407
WRrnf7QDvk,4,11.4208,11.6978,-1.6536
qD9uo71rri,4,30.2132,49.8275,27.0755
F7NCpvNGP1,2,39.3822,NA,NA
Nlk7WYK0tz,4,30.2132,49.8275,27.0755
unsUZ688jQ,4,-29.6867,-26.7863,-29.2983
DHPdnyK1C9,4,33.877,33.2408,42.1308
BuJtqKrk9o,4,11.4208,11.6978,-1.6536
qN8UERG4cq,4,-36.8738,-39.185,-0.0818
vIYqpheAa5,4,21.5363,19.1871,0.2407
17SWSeGrTd,4,6.6664,35.2506,4.1819
8lCLRKrDL2,4,21.5363,19.1871,0.2407
64OonM5aqt,4,6.6664,35.2506,4.1819
vdwHGyuynd,4,30.2132,49.8275,27.0755
Rl0vf4r13A,4,30.2132,49.8275,27.0755
9klDoyuq7B,4,30.2132,49.8275,27.0755
0Z8zG2oP3B,4,-29.6867,-26.7863,-29.2983
jEwR3yU2TH,4,6.6664,35.2506,4.1819
GJQ6z2VvN2,4,-29.6867,-26.7863,-29.2983
JqwfKSxzVV,4,21.5363,19.1871,0.2407
C7s8kQOVpZ,4,-36.8738,-39.185,-0.0818
1p8NV4N4qk,2,39.3822,NA,NA
WT2gYqYfAQ,4,11.4208,11.6978,-1.6536
wZKvn3lSw8,4,-36.8738,-39.185,-0.0818
AP4a0OA66A,4,-36.8738,-39.185,-0.0818
PFPDmMO3z5,4,30.2132,49.8275,27.0755
P97L1jTBBy,4,-29.6867,-26.7863,-29.2983
QLyVF64cZ0,4,6.901,6.0024,14.2067
BRCuPcTVyw,4,33.877,33.2408,42.1308
ttph5RorQP,2,39.3822,NA,NA
rU8GNgNgwS,4,6.901,6.0024,14.2067
gKXk9DGI42,2,22.0981,NA,NA
3upHnxZ0rA,4,6.901,6.0024,14.2067
cKimJHdr1G,4,30.2132,49.8275,27.0755
jx63yLfvJi,4,21.5363,19.1871,0.2407
6wlP8lEEO2,4,6.6664,35.2506,4.1819
64fCbhZNf2,4,-29.6867,-26.7863,-29.2983
WUBdxW04Jp,4,33.877,33.2408,42.1308
ACk5jmm7ka,4,33.877,33.2408,42.1308
XwyQaZUNvM,4,6.901,6.0024,14.2067
iGIsWiKEUR,4,6.6664,35.2506,4.1819
s5SDfoY3VP,4,30.2132,49.8275,27.0755
Cy3Fqzyetr,4,30.2132,49.8275,27.0755
YrxXjalTKg,4,11.4208,11.6978,-1.6536
Uf1q7bsjgB,4,30.2132,49.8275,27.0755
rVO8V9jGDv,4,30.2132,49.8275,27.0755
xa6G6kYWaV,2,22.0981,NA,NA
ZOmquaRT7a,2,-30.6713,NA,NA
qi2SCuz318,2,22.0981,NA,NA
QXdLqlH3d7,4,6.6664,35.2506,4.1819
1AmNfhLixA,4,-29.6867,-26.7863,-29.2983
oRoc9Ijd9W,4,6.901,6.0024,14.2067
QBpGJHorns,2,-30.6713,NA,NA
0Aos3ChJkO,4,33.877,33.2408,42.1308
OmUl8hrbsc,4,-36.8738,-39.185,-0.0818
jz1L0UgGNd,4,6.901,6.0024,14.2067
ZrQGss82ch,4,6.901,6.0024,14.2067
rhf3wVgVmI,4,6.6664,35.2506,4.1819
uu8AeUH9QH,2,39.3822,NA,NA
4PxMdPX4cq,4,6.901,6.0024,14.2067
HSRrZa0fnD,4,33.877,33.2408,42.1308
Iy7I6tqAVN,4,11.4208,11.6978,-1.6536
Uqh26INRhe,4,-36.8738,-39.185,-0.0818
4OzQmPRL3b,2,22.0981,NA,NA
85fnYQKptO,4,6.6664,35.2506,4.1819
GprXD1wg6Q,4,21.5363,19.1871,0.2407
e61QW3neDY,2,22.0981,NA,NA
MpPAeRTeSU,2,39.3822,NA,NA
MCRLelsZn1,4,21.5363,19.1871,0.2407
CpKkIZuffn,4,11.4208,11.6978,-1.6536
BKUmbh36k9,4,-36.8738,-39.185,-0.0818
KUGf4Ei979,4,30.2132,49.8275,27.0755
FFA3TLSCaT,2,22.0981,NA,NA
WdxsY0OIJs,2,39.3822,NA,NA
aqNae1X86s,2,22.0981,NA,NA
p6UpBxKdf2,4,6.901,6.0024,14.2067
BXHqKEGHEs,4,11.4208,11.6978,-1.6536
Zsib8BBq60,2,-30.6713,NA,NA
ZjaY7MgBY3,4,-29.6867,-26.7863,-29.2983
4mdZ2mA4Zu,4,33.877,33.2408,42.1308
JFWDkgpIzK,4,6.901,6.0024,14.2067
wYHk1GNdlg,4,-29.6867,-26.7863,-29.2983
663sCMF2mM,2,22.0981,NA,NA
iz1JuVSDUv,2,-30.6713,NA,NA
X7Nfvm6hZu,2,39.3822,NA,NA
UpHK3MHMcU,4,21.5363,19.1871,0.2407
zeOWEyvM42,2,39.3822,NA,NA
XzHEClgwz1,4,30.2132,49.8275,27.0755
mxwUVXZeOM,4,-36.8738,-39.185,-0.0818
pmhQnlIEYF,2,-30.6713,NA,NA
vaufWsbbTB,4,6.901,6.0024,14.2067
cgPl48IdZI,4,30.2132,49.8275,27.0755
KBR46cCZGy,4,11.4208,11.6978,-1.6536
jSbsBaSK5z,4,11.4208,11.6978,-1.6536
0JrLXCfbqO,4,30.2132,49.8275,27.0755
IEgr6pnwoI,4,-36.8738,-39.185,-0.0818
PYqY4dmIqd,4,6.901,6.0024,14.2067
9RR86FMcNV,4,-36.8738,-39.185,-0.0818
bfF1CwI1PF,4,30.2132,49.8275,27.0755
Dimn5CJLDf,4,6.6664,35.2506,4.1819
2uU1wPJi9S,4,33.877,33.2408,42.1308
Rgo2LRhuDe,4,6.6664,35.2506,4.1819
oeGnFPvuXj,4,-36.8738,-39.185,-0.0818
gQGyOv3dzE,4,30.2132,49.8275,27.0755
MRTldZxmzF,2,22.0981,NA,NA
ZcoVtBnq2B,4,11.4208,11.6978,-1.6536
oXLtcVCGyd,4,33.877,33.2408,42.1308
Nplds0yWtP,4,30.2132,49.8275,27.0755
LlRI46wh3U,4,6.901,6.0024,14.2067
gtX0RLQGqf,4,6.901,6.0024,14.2067
28uk5GYueI,4,-36.8738,-39.185,-0.0818
mASwnEieWC,4,6.6664,35.2506,4.1819
uBtiecGnn1,4,6.6664,35.2506,4.1819
LAOJehcBkG,2,22.0981,NA,NA
F15YnQVcX9,2,22.0981,NA,NA
FEHHxQsDu5,4,-29.6867,-26.7863,-29.2983
1yliT0LyKr,4,30.2132,49.8275,27.0755
VI9wxwfPE8,2,39.3822,NA,NA
SHCFtVn5BW,4,6.6664,35.2506,4.1819
evN6KihaYE,4,30.2132,49.8275,27.0755
WvbQM2wK3R,2,39.3822,NA,NA
jNJ29vCOgW,2,-30.6713,NA,NA
F88ltYTWlz,4,-29.6867,-26.7863,-29.2983
uurVRvYczT,4,-29.6867,-26.7863,-29.2983
Nyh0su9Okd,4,11.4208,11.6978,-1.6536
SDgiDA3LO1,4,-36.8738,-39.185,-0.0818
fmln0PHweP,4,33.877,33.2408,42.1308
NcKUgDwGMl,4,21.5363,19.1871,0.2407
yfFExIXE4J,4,30.2132,49.8275,27.0755
V5bNlY17Eu,2,22.0981,NA,NA
R9GqqmWe93,4,-29.6867,-26.7863,-29.2983
ugMmwrdRUT,2,22.0981,NA,NA
j7WZ8QOXoZ,4,6.901,6.0024,14.2067
pS1lNbHiwM,4,21.5363,19.1871,0.2407
PeTKip74cD,4,33.877,33.2408,42.1308
s5eQNuaAmC,4,-29.6867,-26.7863,-29.2983
q1mcNuUQDE,2,39.3822,NA,NA
C8dY1XHYuB,4,6.901,6.0024,14.2067
ZbRxP6N8bR,2,-30.6713,NA,NA
75i9KCfX2M,4,-29.6867,-26.7863,-29.2983
3bq0Wyg896,4,6.6664,35.2506,4.1819
eiSMlhwFBV,2,-30.6713,NA,NA
lJpD4DLA1t,4,6.901,6.0024,14.2067
jU3Lx4Lkyp,4,6.6664,35.2506,4.1819
xz6BVhdfMJ,4,33.877,33.2408,42.1308
wnhdiJl5L0,4,6.901,6.0024,14.2067
ZLLz6dGl1h,4,33.877,33.2408,42.1308
otAeuMp4au,4,11.4208,11.6978,-1.6536
4I9ooTzBVq,4,-29.6867,-26.7863,-29.2983
sTABthjiPh,4,11.4208,11.6978,-1.6536
5XakmzCAGa,4,11.4208,11.6978,-1.6536
9oEff9q3dC,2,-30.6713,NA,NA
huNLZ6CER5,4,-29.6867,-26.7863,-29.2983
aWzv98Fp32,4,21.5363,19.1871,0.2407
FKapH03QR9,2,-30.6713,NA,NA
6f5qXv3i57,4,11.4208,11.6978,-1.6536
